"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N","HasSafetyRec","ReportType","OriginalPublishDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","EventID","Latitude","Longitude","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","ReportStatus","RepGenFlag","DocketUrl","DocketPublishDate",
"CEN23FA071","ACC","106511","2022-12-29T05:00:00Z","Galliano","Louisiana","United States","","N595RL","FALSE","DirectorBrief","2025-01-16T05:00:00Z","Fatal","4","0","0","The pilot’s failure to ensure the helicopter was clear of obstacles before takeoff from the helideck, which resulted in the helicopter’s right landing skid pivoting about a helideck perimeter light during takeoff and a dynamic rollover. Additionally, the pilot’s improper takeoff technique likely contributed to the development of dynamic rollover.","","28.83167","-89.55783","BELL","407","HELI","PVT","West Delta 106 (WD-106)","FALSE","1","NSCH","","135","Substantial","VMC","Rotorcraft Leasing Company, LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106511","12/13/2024 7:00:00 PM",
"GAA23WA045","ACC","106493","2022-12-22T05:00:00Z","Ocean","","Mexico","","XA-BNA","FALSE","None","","Fatal","2","0","0","","","20.1108","-92.025","Bell","412EP","HELI","","","FALSE","","","","129","Unknown","","Aeroservicio Especializados S.A. de C.V.","N/A","FALSE","","",
"GAA22WA311","ACC","106449","2022-12-11T16:45:00Z","Kildare","","Ireland","","N999RL","FALSE","None","","Fatal","1","0","0","","","53.153015","-6.915593","ROBINSON HELICOPTER COMPANY","R44 II","HELI","EIKH","","FALSE","1","","","NUSN","Destroyed","","SOUTHERN AIRCRAFT CONSULTANCY INC TRUSTEE","N/A","FALSE","","",
"GAA23WA035","ACC","106412","2022-11-29T18:40:00Z","Drummondville","","Canada","","unknown","FALSE","None","","Fatal","1","0","0","","","0","0","ROTORWAY","unk","HELI","","","FALSE","","","","NUSN","Destroyed","","","N/A","FALSE","","",
"GAA23WA031","ACC","106376","2022-11-27T20:10:00Z","Kesova Gora","","Russia","","RA- 07390","FALSE","None","","Fatal","2","0","0","","","0","0","ROBINSON","R66","HELI","","","FALSE","","","","NUSN","Destroyed","","","N/A","FALSE","","",
"ERA23FA070","ACC","106348","2022-11-22T12:57:00Z","Charlotte","North Carolina","United States","","N7094J","FALSE","DirectorBrief","2024-05-02T04:00:00Z","Fatal","2","0","0","The inadequate inspections of the forward left control rod end attachment hardware to the stationary swashplate by the pilot and by maintenance personnel, resulting in an eventual loosening and backing out of the hardware and subsequent loss of helicopter control.","","35.15407","-80.89333","ROBINSON HELICOPTER","R44","HELI","","","FALSE","1","","AOBV","091","Substantial","VMC","Total Traffic & Weather Network","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106348","5/2/2024 5:00:00 PM",
"GAA23WA037","ACC","106393","2022-11-14T17:32:00Z","Ramingining","","Australia","","VH-LOS","FALSE","None","","Fatal","1","0","0","","","0","0","ROBINSON","R22","HELI","","","FALSE","","","","091","Substantial","","","N/A","FALSE","","",
"ENG23WA004","ACC","106488","2022-11-05T08:20:00Z","Apricena","","Italy","","I-PIKI","FALSE","None","","Fatal","7","0","0","","","41.795","15.518","AGUSTA","A109","HELI","","","FALSE","","","","NUSC","Destroyed","","ALIDAUNIA","N/A","FALSE","","",
"GAA23WA025","ACC","106250","2022-11-03T10:15:00Z","San Clemente","","Chile","","CC-CXZ","FALSE","None","","Fatal","1","1","0","","","-35.55","-71.483333","BELL","UH-1","HELI","","","FALSE","1","","EXLD","NUSC","Substantial","VMC","Servicios Aéreos Kipreos Ltda","N/A","FALSE","","",
"GAA23WA060","ACC","106655","2022-11-01T04:00:00Z","Trøndelag county","","Norway","","LN-OBP","FALSE","None","","Fatal","2","1","0","","","0","0","AIRBUS","AS350","HELI","","","FALSE","","","","NUSN","Substantial","","","N/A","FALSE","","",
"CEN23FA019","ACC","106209","2022-10-26T17:11:00Z","Morgan City","Louisiana","United States","","N34BM","FALSE","DirectorBrief","2024-09-11T04:00:00Z","Fatal","1","2","0","The pilot’s loss of consciousness due to a cardiovascular event.","","29.141389","-91.617778","BELL","407","HELI","PTN","Patterson","FALSE","1","NSCH","OWRK","135","Destroyed","VMC","Westwind Helicopters INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106209","9/11/2024 5:00:00 PM",
"GAA23WA009","ACC","106164","2022-10-18T11:36:00Z","Rudraprayag","","India","","VT-RPN","FALSE","None","","Fatal","7","0","0","","","0","0","BELL","407","HELI","","","FALSE","","","","NUSN","Destroyed","","","N/A","FALSE","","",
"GAA23WA005","ACC","106102","2022-10-06T04:00:00Z","Maitland","","Australia","","VH-PHP","FALSE","None","","Fatal","1","0","0","","","-32.690149","151.550689","BELL","206","HELI","","","FALSE","","","","NUSN","Destroyed","","","N/A","FALSE","","",
"GAA23WA003","ACC","106064","2022-10-02T04:00:00Z","Cunderdin","","Australia","","VH-RAS","FALSE","None","","Fatal","2","0","0","","","0","0","ROBINSON","R22","HELI","","","FALSE","","","","NUSN","Destroyed","","","N/A","FALSE","","",
"ENG23WA017","ACC","106661","2022-10-01T17:04:00Z","Tabasco","","Mexico","","XB-NWY","FALSE","None","","Fatal","3","2","0","","","0","0","AIRBUS HELICOPTERS","MBB BK117","HELI","","","FALSE","","","","ARMF","Substantial","","SECRETARIA DE MARINA ARMADA DE MÉXICO","N/A","FALSE","","",
"GAA22WA302","ACC","106106","2022-09-29T18:25:00Z","Joyabaj","","Guatemala","","TG-UMG","FALSE","None","","Fatal","2","0","0","","","0","0","ROBINSON","R44","HELI","","","FALSE","","","","NUSN","Destroyed","","","N/A","FALSE","","",
"GAA22WA282","ACC","105945","2022-09-11T12:17:00Z","Bidor","","Malaysia","","N409HH","FALSE","None","","Fatal","1","0","0","","","4.111357","101.280146","EUROCOPTER","EC120B","HELI","","","FALSE","1","","","UNK","Destroyed","","","N/A","FALSE","","",
"GAA22WA265","ACC","105857","2022-09-04T15:00:00Z","Zapallar","","Chile","","CC-DFY","FALSE","None","","Fatal","2","0","0","","","-32.553806","-71.458136","ROBINSON","R66","HELI","","","FALSE","1","","PERS","NUSN","Substantial","IMC","","N/A","FALSE","","",
"ERA22FA397","ACC","105866","2022-09-03T17:40:00Z","Arthur","Kentucky","United States","","N162NH","FALSE","DirectorBrief","2024-03-20T04:00:00Z","Fatal","1","0","0","The pilot’s decision to attempt the cross-country flight in thunderstorm conditions, which resulted in controlled flight into terrain. Contributing to the accident was the pilot’s failure to obtain a weather briefing.","","37.175949","-86.15031","ROTORWAY","JETEXEC","HELI","","","TRUE","1","","PERS","091","Destroyed","IMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105866","3/20/2024 5:00:00 PM",
"ERA22FA383","ACC","105787","2022-08-23T14:47:00Z","Whiteside","Tennessee","United States","","N770HP","FALSE","DirectorBrief","2024-01-31T05:00:00Z","Fatal","2","0","0","The pilot’s failure to maintain clearance from the powerlines.","","34.99754","-85.50975","BELL","206B","HELI","","","FALSE","1","","AOBV","PUBU","Substantial","VMC","TENNESSEE DEPT OF SAFETY","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105787","1/31/2024 6:00:00 PM",
"GAA22WA261","ACC","105819","2022-08-10T04:00:00Z","Albosaggia","","Italy","","I-JADE","FALSE","None","","Fatal","1","1","0","","","0","0","ROBINSON","R22","HELI","","","FALSE","","","","NUSN","Substantial","","","N/A","FALSE","","",
"GAA22WA248","ACC","105745","2022-08-07T04:00:00Z","Lanzhou","","China","","B-70F2","FALSE","None","","Fatal","1","0","0","","","0","0","ROBINSON","R44","HELI","","","FALSE","","","","NUSN","Substantial","","","N/A","FALSE","","",
"GAA22WA307","ACC","106227","2022-07-28T04:00:00Z","Off shore","","Ecuador","","HC-CLZ","FALSE","None","","Fatal","2","1","0","","","0","0","ROBINSON","R44","HELI","","","FALSE","","","","NUSN","Substantial","","","N/A","FALSE","","",
"CEN22FA331","ACC","105544","2022-07-21T16:42:00Z","North Fork","Idaho","United States","","N388RA","FALSE","DirectorBrief","2024-06-26T04:00:00Z","Fatal","2","0","0","The failure of the flight crew to properly secure a company-issued iPad, leading to its migration into and jamming of the copilot’s left pedal, preventing the pilot from arresting a left yaw, and resulting in a loss of control.","","45.399833","-114.16656","Columbia Helicopters","CH-47D","HELI","","","FALSE","2","NSCH","FIRF","PUBU","Destroyed","VMC","ROTAK, LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105544","7/7/2023 2:00:00 PM",
"GAA22WA254","ACC","105756","2022-07-19T17:00:00Z","Loanda","","Brazil","","PR-EGD","FALSE","None","","Fatal","1","0","0","","","0","0","ROBINSON","R44","HELI","","","FALSE","","","","NUSN","Destroyed","","","N/A","FALSE","","",
"GAA22WA233","ACC","105527","2022-07-17T04:10:00Z","Kronotsky Nature Reserve","","Russia","","RA-07350","FALSE","None","","Fatal","3","0","0","","","58.389058","161.220544","ROBINSON","R44","HELI","","","FALSE","","","","UNK","Destroyed","","","N/A","FALSE","","",
"CEN22FA317","ACC","105488","2022-07-16T19:20:00Z","Chapelle","New Mexico","United States","","N911SZ","FALSE","DirectorBrief","2024-06-12T04:00:00Z","Fatal","4","0","0","The total loss of engine power due to the fatigue failure of the starter-generator input (zerol) gear which failed due to poor maintenance. Contributing to the accident was the unsuccessful autorotation complicated by the setting sun and high density altitude.","","35.38004","-105.23736","BELL","UH-1H","HELI","","","FALSE","1","","POSI","PUBU","Destroyed","VMC","BERNALILLO COUNTY SHERIFFS DEPARTMENT","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105488","6/12/2024 5:00:00 PM",
"GAA22WA225","ACC","105492","2022-07-12T02:40:00Z","Boa Vista","","Brazil","","PT-HQU","FALSE","None","","Fatal","2","0","0","","","0","0","BELL","206","HELI","","","FALSE","","","","NUSN","Substantial","","","N/A","FALSE","","",
"GAA22WA222","ACC","105458","2022-07-09T12:00:00Z","Richmond","","Australia","","VH-ZMF","FALSE","None","","Fatal","1","0","0","","","-33.4715","150.918","BELL","206","HELI","","","FALSE","","","","NUSN","Destroyed","","","N/A","FALSE","","",
"ANC22FA047","ACC","105359","2022-06-26T19:38:00Z","Clear","Alaska","United States","","N9970F","FALSE","DirectorBrief","2024-07-05T04:00:00Z","Fatal","1","0","0","A loss of control for reasons that could not be determined based on the available information.","","64.301207","-149.11473","BELL","UH1B","HELI","Z84","CLEAR","FALSE","1","NSCH","FIRF","133","Destroyed","VMC","NORTHERN PIONEER HELICOPTERS LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105359","7/5/2024 5:00:00 PM",
"CEN22FA288","ACC","105354","2022-06-26T08:30:00Z","Blackwell","Texas","United States","","N4124D","FALSE","DirectorBrief","2024-06-05T04:00:00Z","Fatal","1","0","0","The pilot’s failure to maintain proper altitude and clearance during low-level aerial application, resulting in an in-flight collision with power lines.","","32.151523","-100.33771","ROBINSON HELICOPTER COMPANY","R44 II","HELI","","","FALSE","1","","AAPL","137","Destroyed","VMC","Aerial AG Services LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105354","6/5/2024 5:00:00 PM",
"ERA22FA279","ACC","105306","2022-06-22T16:45:00Z","Amherstdale","West Virginia","United States","AIR2404","N98F","TRUE","BoardBrief","2024-08-28T04:00:00Z","Fatal","6","0","0","the operator’s failure to adequately inspect the former military turbine powered helicopter, which allowed an engine issue to progress and result in a loss of engine power and a subsequent loss of control after the helicopter struck powerlines during a forced landing. Also causal to the accident were the following:  1) the Federal Aviation Administration’s (FAA) inadequate inspection and maintenance standards for former military turbine powered aircraft operating with an experimental exhibition airworthiness certificate; 2) the operator’s use of those standards instead of more rigorous standards, which were readily available to the operator and previously used to inspect and maintain the helicopter; and 3) the FAA’s inadequate oversight of the operator, which did not detect the inherent risk associated with the operation.","","37.874614","-81.833039","BELL","UH-1B","HELI","6L4","LOGAN COUNTY","FALSE","1","","OWRK","091","Destroyed","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105306","8/27/2024 5:00:00 PM",
"GAA22WA204","ACC","105289","2022-06-08T02:00:00Z","Timika","","Indonesia","","PK-DAR","FALSE","None","","Fatal","1","0","0","","","0","0","BELL","412","HELI","","","FALSE","","","","NUSN","Substantial","","","N/A","FALSE","","",
"ERA22FA262","ACC","105205","2022-06-07T09:40:00Z","Greenville","Ohio","United States","","N600TA","FALSE","DirectorBrief","2023-11-08T05:00:00Z","Fatal","2","0","0","An impact with terrain for undetermined reasons.","","40.048345","-84.614168","ENSTROM","F28","HELI","","","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105205","11/8/2023 6:00:00 PM",
"GAA22WA199","ACC","105230","2022-06-05T16:36:00Z","Currais Novos","","Brazil","","PP-MCJ","FALSE","None","","Fatal","3","0","0","","","-6.225833","-36.546389","BELL","206","HELI","","","FALSE","1","","","NUSN","Destroyed","","","N/A","FALSE","","",
"ERA22FA207","ACC","105004","2022-04-26T13:00:00Z","Elba","New York","United States","","N507TJ","FALSE","DirectorBrief","2023-12-08T05:00:00Z","Fatal","2","0","0","The pilots’ inappropriate flight control inputs while in vortex ring state, which resulted in main rotor blade contact with the tail boom and a subsequent in-flight breakup. Also causal was the flight instructor’s inadequate monitoring of the flight.","","43.063838","-78.139356","BELL HELICOPTER TEXTRON CANADA","429","HELI","GVQ","Genesee County Airport","FALSE","2","","INST","091","Substantial","VMC","MERCY FLIGHT INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105004","12/6/2023 6:00:00 PM",
"ANC22FA030","ACC","104949","2022-04-15T08:37:00Z","Gila Bend","Arizona","United States","","N7516G","FALSE","DirectorBrief","2023-10-19T04:00:00Z","Fatal","1","0","0","The student pilot’s failure to maintain control during the landing approach.","","32.950237","-112.65026","ROBINSON HELICOPTER","R22 BETA","HELI","E63","Gila Bend Municipal Airport","FALSE","1","","INST","091","Substantial","VMC","Quantum Helicopters","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=104949","10/19/2023 5:00:00 PM",
"ENG22WA019","ACC","104919","2022-04-08T16:32:00Z","Jeju Island","","Republic Of Korea","","B519","FALSE","None","","Fatal","3","1","0","","","0","0","SIKORSKY","S92","HELI","","","FALSE","","","","NUSN","Unknown","","Korea Coast Guard","N/A","FALSE","","",
"GAA22WA147","ACC","104904","2022-04-06T14:53:00Z","Port McNeil","","Canada","","C-GJLC","FALSE","None","","Fatal","1","0","0","","","50.455371","-126.58567","HUGHES","369","HELI","","","FALSE","","","","UNK","Substantial","","Kestrel Helicopters LTD","N/A","FALSE","","",
"GAA22WA144","ACC","104889","2022-04-04T03:05:00Z","Adaminaby","","Australia","","VH-PRW","FALSE","None","","Fatal","2","0","0","","","-35.946389","148.485","BELL","206","HELI","","","FALSE","","","","091","Destroyed","","","N/A","FALSE","","",
"GAA22WA153","ACC","104932","2022-04-03T15:30:00Z","Iwaizumi","","Japan","","JA10TE","FALSE","None","","Fatal","1","0","0","","","39.813419","141.802985","AGUSTA","AW139","HELI","","","FALSE","2","","FIRF","UNK","None","","Iwate Disaster Prevention Air Corps","N/A","FALSE","","",
"CEN22FA151","ACC","104828","2022-03-25T11:27:00Z","Rowlett","Texas","United States","","N514CD","FALSE","DirectorBrief","2024-04-18T04:00:00Z","Fatal","2","0","0","A loss of helicopter control while maneuvering, which resulted in main rotor blade contact with the tailboom in flight, tail boom separation, and an uncontrolled descent.","","32.907879","-96.582196","ROBINSON HELICOPTER","R44","HELI","","","FALSE","1","","INST","091","Destroyed","VMC","SKY HELICOPTERS INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=104828","4/18/2024 5:00:00 PM",
"ERA22FA160","ACC","104799","2022-03-18T14:32:00Z","Loxahatchee","Florida","United States","","N650AG","FALSE","DirectorBrief","2023-09-20T04:00:00Z","Fatal","2","0","0","The pilot’s failure to maintain clearance from power lines while maneuvering at low altitude.","","26.853657","-80.30003","MD HELICOPTERS INC","369","HELI","","","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=104799","9/20/2023 5:00:00 PM",
"GAA22WA123","ACC","104800","2022-03-16T10:25:00Z","Baía de Camamu, BA","","Brazil","","PR-LCT","FALSE","None","","Fatal","1","0","12","","","0","0","SIKORSKY","S76","HELI","","","FALSE","","","","NUSN","Substantial","","","N/A","FALSE","","",
"GAA22WA111","ACC","104710","2022-02-28T13:30:00Z","South Goulburn Island Aerodrome","","Australia","","VH-IDW","FALSE","None","","Fatal","1","1","0","","","-11.928845","133.412146","ROBINSON","R44","HELI","","","FALSE","","","","UNK","Destroyed","","","N/A","FALSE","","",
"ANC22FA018","ACC","104681","2022-02-22T11:20:00Z","Kekaha","Hawaii","United States","","N615CK","FALSE","DirectorBrief","2023-07-26T04:00:00Z","Fatal","4","0","0","The improper installation of the fore/aft primary servo by maintenance personnel, which resulted in the attaching hardware backing out and which subsequently rendered the helicopter uncontrollable. Contributing to the accident was the company’s quality control personnel to identify the improper installation before certifying the helicopter for flight.","","22.040149","-159.78055","SIKORSKY","S-61N","HELI","BKH","Barking Sands Navy Base","FALSE","2","NSCH","EXLD","133","Destroyed","VMC","CROMAN CORP","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=104681","7/26/2023 5:00:00 PM",
"WPR22FA101","ACC","104671","2022-02-19T19:34:00Z","Newport Beach","California","United States","","N521HB","FALSE","DirectorBrief","2023-12-14T05:00:00Z","Fatal","1","0","1","The helicopter’s encounter with unanticipated right yaw during a low-altitude, low-airspeed, tight-radius orbit. Contributing to the accident was the pilot’s distraction during the orbit, which resulted in the loss of control, his fatigue due to his early wake time and time since awakening, and the lack of external cues that hindered his ability to perform a recovery.","","33.610368","-117.92438","MCDONNELL DOUGLAS","500N","HELI","","","FALSE","1","NSCH","PUBU","PUBU","Substantial","VMC","CITY OF HUNTINGTON BEACH","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=104671","12/14/2023 6:00:00 PM",
